QCDate,ProductID,ProductNo,ProductName,LineID,Description,Specials,OriginationDate,EntryDate,Status,MatrixNumber,Components,Availability,EquivalentSoln,EquivalentNeat,Packaging,Storage,ExpirationDate,ShipType,UN#,ShipClass,PackGrp,ShipSpecial,Hazard1,Hazard2,Hazard3,Prop65,MSDS,Analysis,CofAHeader,Agilent#,Tedia#,ProdNotes,MatrixNotes,RecipeId,RushPriority,IsVoided,SagePartNumber,ProductLevel,DateInserted,CofATemplate,UniqueRequestID,Test_Timestamp,PfIDNo,PfBatchID,OrdID,QuoteNo,PfSentTo,PrepDate,PrepVolume,PrepUnit,PrepVessel,PrepVBarcode,PrdSaleUnit,PrepMatrixNo,PrepMatrixLot,PrepInits,PrepMemo,PrepNotebookRef,BulkQCStatus,BulkQCDate,BulkPassFail,BulkQCInits,BulkQCMemo,BulkLotNo,AmpRetains,AmpDate,AmpPreLabel,AmpNumberGood,AmpNumberBad,AmpBulkRemain,AmpTimeIn,AmpTimeOut,AmpInits,QCStatus,QCPassFail,QCAuthInits,QCMemo,QCMethod,LotNo,QCExpMonth,QCExpDate,QCSellBy,QCFullValidation,QCValidation,FgInvCount,FgAccpacNote,CofAHeaderNo,QCChromatogram,Correct,DoNotCorrect,DensityUnit,DensityTemp,recipeid
2020-01-28,,CUS-2074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3255,NB970273,,Prodflow I,done,1997-03-14 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,LDS,gravimetric,,,,,,,,,1997-03-14 00:00:00,False,70.0,3.0,,1899-12-30 10:35:00,1899-12-30 10:55:00,ZMA,,PASS,JER,"LDS-S31-183B
Made from stock.",,L-0302,,,,False,1.0,,,1.0,,False,True,,,
2020-01-27,,CUS-2110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3286,NB970304,,Prodflow I,done,1997-03-24 00:00:00,1000.0,mL,1.0,,ampule,JHP-021,36207,LDS,"LDS-S32-25A
Sonic Bath.",LDS-S32-25A,,,,,,,,1997-03-25 00:00:00,False,389.0,3.0,,1899-12-30 09:45:00,1899-12-30 10:45:00,ZMA,,PASS,CMM,datapak required,,L-0350,,,,True,2.0,,,2.0,,False,True,,,
2020-02-03,,CUS-2104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3287,NB970305,,Prodflow I,done,1997-03-24 00:00:00,200.0,mL,1.0,,ampule,JHP-021,36207,RAA,RAA S41-13,RAA-S41-13,,,,,,,,1997-03-25 00:00:00,False,8.0,0.0,,1899-12-30 08:55:00,1899-12-30 09:00:00,ZMA,,PASS,JER,GRAVIMETRIC,,L-0337,,,,False,1.0,,,1.0,,False,True,,,
2020-01-27,,CUS-2096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3289,NB970307,,Prodflow I,done,1997-03-20 00:00:00,100.0,mL,1.0,,ampule,JHP-031,35333,RAA,RAA S41-3,RAA-S41-3,,,,,,,,1997-03-24 00:00:00,False,70.0,0.0,,1899-12-30 04:15:00,1899-12-30 04:35:00,ZMA,,PASS,JER,GRAVIMETRIC,,L-0326,,,,False,1.0,,,1.0,,False,True,,,
2020-02-13,,CUS-2095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3290,NB970308,,Prodflow I,done,1997-03-20 00:00:00,200.0,mL,1.0,,ampule,JHP-031,35333,RAA,RAA S41-5,RAA-S41-5,,,,,,,,1997-03-24 00:00:00,False,135.0,3.0,,1899-12-30 09:35:00,1899-12-30 09:55:00,ZMA,,PASS,JER,GRAVIMETRIC,,L-0327,,,,False,1.0,,,1.0,,False,True,,,
2020-01-27,,CUS-2084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3294,NB970312,,Prodflow I,done,1997-03-25 00:00:00,100.0,mL,1.0,,ampule,JHP-001,35201,LDS,"LDS-S32-19
Sonic Bath.",LDS-S32-19,,,,,,,,1997-03-24 00:00:00,False,74.0,0.0,,1899-12-30 09:05:00,1899-12-30 09:20:00,ZMA,,PASS,JER,GRAVIMETRIC,,L-0341,,,,False,1.0,,,1.0,,False,True,,,
2020-02-03,,CUS-2076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3301,NB970319,,Prodflow I,done,1997-03-25 00:00:00,100.0,mL,1.0,,ampule,JHP-142,MQ-11228MQ,RAA,RAA S41-25A,RAA-S41-25A,,,,,,,,1997-03-26 00:00:00,False,73.0,0.0,,1899-12-30 03:25:00,1899-12-30 03:45:00,ZMA,,PASS,JER,gravimetric,,L-0347,,,,False,1.0,,,1.0,,False,True,,,
2020-01-24,,CUS-2106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3303,NB970321,,Prodflow I,done,1997-03-26 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,RAA,RAA S41-37,RAA-S41-37,,,,,,,,1997-03-27 00:00:00,False,74.0,0.0,,1899-12-30 09:45:00,1899-12-30 10:00:00,ZMA,,PASS,JER,gravimetric,,L-0345,,,,False,1.0,,,1.0,,False,True,,,
2020-02-13,,CUS-2107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3304,NB970322,,Prodflow I,done,1997-03-26 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,RAA,RAA S41-39,RAA-S41-39,,,,,,,,1997-03-27 00:00:00,False,73.0,0.0,,1899-12-30 01:10:00,1899-12-30 01:30:00,ZMA,,PASS,JER,gravimetric,,L-0344,,,,False,1.0,,,1.0,,False,True,,,
2020-01-27,,CUS-2117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3308,NB970326,,Prodflow I,done,1997-03-27 00:00:00,100.0,mL,1.0,,ampule,JHP-018,33123,LDS,"LDS-S32-27
Sonic Bath.
",LDS-S32-27,,,,,,,,1997-03-27 00:00:00,False,75.0,0.0,,1899-12-30 01:35:00,1899-12-30 01:50:00,ZMA,,PASS,JER,gravimetric,,L-0342,,,,False,1.0,,,1.0,,False,True,,,
2020-01-27,,CUS-2118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3309,NB970327,,Prodflow I,done,1997-03-27 00:00:00,100.0,mL,1.0,,ampule,JHP-018,33123,LDS,"LDS-S32-27
Sonic Bath.",LDS-S32-27,,,,,,,,1997-03-27 00:00:00,False,74.0,0.0,,1899-12-30 01:55:00,1899-12-30 02:15:00,ZMA,,PASS,JER,gravimetric,,L-0343,,,,False,1.0,,,1.0,,False,True,,,
2020-01-27,,CUS-2130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3342,NB970360,,Prodflow I,done,1997-04-04 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,RAA,RAA S41-111B,RAA-S41-111B,,,,,,,,1997-04-04 00:00:00,False,72.0,0.0,,1899-12-30 04:30:00,1899-12-30 04:50:00,ZMA,,PASS,JER,gravimetric,,L-0382,,,,False,1.0,,,1.0,,False,True,,,
2020-02-13,,CUS-2124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3346,NB970364,,Prodflow I,done,1997-04-04 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,RAA,RAA S41-107,RAA-S41-107,,,,,,,,1997-04-07 00:00:00,False,72.0,1.0,,1899-12-30 01:45:00,1899-12-30 02:00:00,SAL,,PASS,CMM,DATAPAK REQUIRED,,L-0390,,,,True,2.0,,,2.0,,False,True,,,
2020-02-03,,CUS-2125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3353,NB970373,,Prodflow I,done,1997-04-07 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,RAA,RAA S41-99,RAA-S41-99,,,,,,,,1997-04-07 00:00:00,False,70.0,0.0,,1899-12-30 03:45:00,1899-12-30 04:00:00,SAL,,PASS,JER,GRAVIMETRIC,,L-0388,,,,False,1.0,,,1.0,,False,True,,,
2020-01-29,,CUS-2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3355,NB970375,,Prodflow I,done,1997-04-08 00:00:00,200.0,mL,1.0,,ampule,JHP-021,36207,RAA,RAA S41-113,RAA-S41-113,,,,,,,,1997-04-09 00:00:00,False,138.0,0.0,,1899-12-30 02:05:00,1899-12-30 02:15:00,ZMA,,PASS,JER,GRAVIMETRIC,,L-0393,,,,False,1.0,,,1.0,,False,True,,,
2020-01-29,,CUS-2127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3357,NB970377,,Prodflow I,done,1997-04-08 00:00:00,500.0,mL,1.0,,ampule,JHP-021,36207,RAA,RAA S41-101,RAA-S41-101,,,,,,,,1997-04-08 00:00:00,False,368.0,2.0,,1899-12-30 09:00:00,1899-12-30 09:35:00,ZMA,,PASS,CMM,datapak required,,L-0427,,,,True,2.0,,,2.0,,False,True,,,
2020-02-04,,SMA-321X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3361,NB970381,,Prodflow I,done,1997-04-09 00:00:00,4000.0,mL,1.0,,ampule,JHP-001,35201,JRM,"JRM-S01-63
SONIC BATH
",JRM-S01-63,,,,,,,,,False,,,,,,,,PASS,CMM,ORIGINAL LOT# L0413,,L-413A,,2000-06-30 00:00:00,,True,2.0,,,2.0,,False,True,,,
2020-01-30,,CUS-2128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3362,NB970382,,Prodflow I,done,1997-04-09 00:00:00,100.0,mL,1.0,,ampule,JHP-031,35333,RAA,RAA S41-115,RAA-S41-115,,,,,,,,1997-04-09 00:00:00,False,75.0,0.0,,1899-12-30 02:20:00,1899-12-30 02:35:00,ZMA,,PASS,JER,GRAVIMETRIC,,L-0394,,,,False,1.0,,,1.0,,False,True,,,
2020-02-13,,CUS-2120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3365,NB970385,,Prodflow I,done,1997-04-10 00:00:00,100.0,mL,1.0,,ampule,JHP-018,33123,LDS,"LDS-S32-35A
Made from dilutions of ALF-S2-115a and ALF-S2-103a.
To be sent in 4x1ml vials with caps.",LDS-S32-35A,,,,,,,,1997-04-11 00:00:00,False,71.0,0.0,,1899-12-30 08:40:00,1899-12-30 09:00:00,ZMA,,PASS,JER,gravimetric,,L-0400,,,,False,1.0,,,1.0,,False,True,,,
2020-01-31,,CUS-2121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3366,NB970386,,Prodflow I,done,1997-04-10 00:00:00,100.0,mL,1.0,,ampule,JHP-018,33123,LDS,"LDS-S32-35B
Made from dilutions of ALF-S5-91 and ALF-S5-93.
To be sent in 4x1ml vials with caps.
",LDS-S32-35B,,,,,,,,1997-04-11 00:00:00,False,71.0,0.0,,1899-12-30 03:10:00,1899-12-30 03:55:00,ZMA,,PASS,JER,gravimetric,,L-0401,,,,False,1.0,,,1.0,,False,True,,,
2020-01-30,,CUS-2122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3367,NB970387,,Prodflow I,done,1997-04-10 00:00:00,100.0,mL,1.0,,ampule,JHP-018,33123,LDS,"LDS-S32-35C
Made from dilutions of ALF-S2-105b and ALF-S32-117B.
To be sent in 4xlml vials with caps. ",LDS-S32-35C,,,,,,,,1997-04-14 00:00:00,False,71.0,0.0,,1899-12-30 09:30:00,1899-12-30 09:50:00,ZMA,,PASS,JER,gravimetric,,L-0416,,,,False,1.0,,,1.0,,False,True,,,
2020-02-04,,CUS-2137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3368,NB970388,,Prodflow I,done,1997-04-10 00:00:00,100.0,mL,1.0,,ampule,JHP-021,36207,RAA,RAA S41-119,RAA-S41-119,,,,,,,,1997-04-10 00:00:00,False,70.0,0.0,,1899-12-30 04:45:00,1899-12-30 04:55:00,ZMA,,PASS,JER,gravimetric,,L-0404,,,,False,1.0,,,1.0,,False,True,,,
2020-02-10,,CUS-2149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3398,NB970418,,Prodflow I,done,1997-04-17 00:00:00,50.0,mL,1.0,,ampule,JHP-031,35333,RAA,RAA S41-165,RAA-S41-165,,,,,,,,1997-04-18 00:00:00,False,37.0,0.0,,1899-12-30 01:05:00,1899-12-30 01:15:00,ZMA,,PASS,JER,GRAVIMETRIC ,,L-0449,,,,False,1.0,,,1.0,,False,True,,,
2020-02-04,,CUS-1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1761,NB960290,,Prodflow I,done,1996-03-14 00:00:00,200.0,mL,1.0,,ampule,JHP-017,34123/30331,ALF,ALF S17-143,ALF-S17-143,,,,,,,,1996-03-18 00:00:00,False,136.0,0.0,,1899-12-30 08:50:00,1899-12-30 09:10:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-0282,,,,False,1.0,,,1.0,,False,True,,,
2020-02-04,,CUS-1657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1768,NB960297,,Prodflow I,done,1996-03-15 00:00:00,25.0,mL,1.0,,ampule,JHP-013,31398,ALF,ALF S17-147,ALF-S17-147,,,,,,,,1996-03-15 00:00:00,False,18.0,0.0,,1899-12-30 04:45:00,1899-12-30 04:50:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-0281,,,,False,1.0,,,1.0,,False,True,,,
2020-02-06,,PST-1570S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1777,NB960306,,Prodflow I,done,1996-03-15 00:00:00,250.0,mL,1.0,,ampule,JHP-021,34222,RAA,RAA S30-131B,RAA-S30-131B,,,,,,,,1996-03-19 00:00:00,False,165.0,0.0,,1899-12-30 02:05:00,1899-12-30 02:30:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-0332,,1999-07-31 00:00:00,,False,1.0,,,1.0,,False,True,,,
2020-02-06,,CUS-1667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1819,NB960348,,Prodflow I,done,1996-03-27 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,ALF,ALF S18-23,ALF-S18-23,,,,,,,,1996-03-28 00:00:00,False,70.0,0.0,,1899-12-30 09:15:00,1899-12-30 09:30:00,ZMA,,PASS,GMD,DATAPAK REQUIRED,,K-0403,,,,True,2.0,,,2.0,,False,True,,,
2020-02-05,,CUS-1668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1820,NB960349,,Prodflow I,done,1996-03-27 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,ALF,ALF S18-25,ALF-S18-25,,,,,,,,1996-03-28 00:00:00,False,72.0,0.0,,1899-12-30 10:15:00,1899-12-30 10:40:00,ZMA,,PASS,GMD,DATAPAK REQUIRED,,K-0392,,,,True,2.0,,,2.0,,False,True,,,
2020-02-04,,CUS-1670,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1822,NB960351,,Prodflow I,done,1996-03-28 00:00:00,100.0,mL,1.0,,ampule,JHP-029,9333,RAA,RAA S31-1,RAA-S31-1,,,,,,,,1996-03-29 00:00:00,False,68.0,2.0,,1899-12-30 04:15:00,1899-12-30 04:35:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-0363,,,,False,1.0,,,1.0,,False,True,,,
2020-02-05,,PPM-508E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1823,NB960352,,Prodflow I,done,1996-03-29 00:00:00,500.0,mL,1.0,,ampule,JHP-029,9333,ALF,ALF S18-29,ALF-S18-29,,,,,,,,1996-04-01 00:00:00,False,338.0,0.0,,1899-12-30 03:55:00,1899-12-30 04:35:00,ZMA,,PASS,GMD,,,K-0341,,,,True,2.0,,,2.0,,False,True,,,
2020-02-06,,CUS-1057,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1827,NB960356,,Prodflow I,done,1996-04-01 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,RAA,RAA S31-7,RAA-S31-7,,,,,,,,1996-04-02 00:00:00,False,70.0,0.0,,1899-12-30 09:10:00,1899-12-30 09:30:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-0336,,,,False,1.0,,,1.0,,False,True,,,
2020-02-04,,CUS-1673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1829,NB960358,,Prodflow I,done,1996-04-02 00:00:00,100.0,mL,1.0,,ampule,JHP-003,35101,ALF,ALF S18-37,ALF-S18-37,,,,,,,,1996-04-03 00:00:00,False,70.0,0.0,,1899-12-30 03:00:00,1899-12-30 03:20:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-0358,,,,False,1.0,,,1.0,,False,True,,,
2020-02-04,,CUS-1674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1832,NB960361,,Prodflow I,done,1996-04-02 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,RAA,RAA S31-21,RAA-S31-21,,,,,,,,1996-04-03 00:00:00,False,71.0,0.0,,1899-12-30 03:30:00,1899-12-30 03:50:00,ZMA,,PASS,JER,gravimetric,,K-0343,,,,False,1.0,,,1.0,,False,True,,,
2020-02-10,,CUS-1686,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1866,NB960395,,Prodflow I,done,1996-04-10 00:00:00,200.0,mL,1.0,,ampule,JHP-014,34123,RAA,RAA S31-59,RAA-S31-59,,,,,,,,1996-04-11 00:00:00,False,142.0,0.0,,1899-12-30 11:20:00,1899-12-30 11:50:00,ZMA,,PASS,GMD,DATAPAK REQUIRED,,K-0394,,,,True,2.0,,,2.0,,False,True,,,
2020-02-04,,CUS-1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1875,NB960404,,Prodflow I,done,1996-04-12 00:00:00,100.0,mL,1.0,,ampule,JHP-014,34123,ALF,ALF S18-89,ALF-S18-89,,,,,,,,1996-04-12 00:00:00,False,3.0,0.0,,1899-12-30 02:00:00,1899-12-30 02:10:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-0388,,,,False,1.0,,,1.0,,False,True,,,
2020-02-05,,CUS-1687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1931,NB960460,,Prodflow I,done,1996-04-25 00:00:00,100.0,mL,1.0,,ampule,JHP-014,34123,ALF,ALF S18-167,ALF-S18-167,,,,,,,,,False,,,,,,,,PASS,JER,GRAVIMETRIC,,K-0429,,,,False,1.0,,,1.0,,False,True,,,
2020-02-06,,CUS-1688,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1876,NB960405,,Prodflow I,done,1996-04-12 00:00:00,100.0,mL,1.0,,ampule,JHP-021,B.N. 93KD,ALF,ALF S18-93,ALF-S18-93,,,,,,,,1996-04-12 00:00:00,False,3.0,0.0,,1899-12-30 01:55:00,1899-12-30 02:00:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-0389,,,,False,1.0,,,1.0,,False,True,,,
2020-02-06,,US-105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1881,NB960410,,Prodflow I,done,1995-06-02 00:00:00,2000.0,mL,1.0,,ampule,JHP-021,34222,ALF,alf-s11-41,ALF-S11-41,,,,,,,,1995-09-19 00:00:00,False,69.0,0.0,,1899-12-30 11:00:00,1899-12-30 11:20:00,ZMA,,PASS,JER,A2LA LOT DO NOT SELL - US0213 7/11/1996,,K-0381,,,,False,1.0,,,1.0,,False,True,,,
2020-01-29,,CUS-1692,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1882,NB960411,,Prodflow I,done,1996-04-15 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,ALF,ALF S18-105,ALF-S18-105,,,,,,,,1996-04-16 00:00:00,False,73.0,0.0,,1899-12-30 04:10:00,1899-12-30 04:25:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-0397,,,,False,1.0,,,1.0,,False,True,,,
2020-02-13,,HCM-551A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1887,NB960416,,Prodflow I,done,1996-04-15 00:00:00,500.0,mL,1.0,,ampule,JHP-021,34222,ALF,ALF S18-95,ALF-S18-95,,,,,,,,1996-04-23 00:00:00,False,350.0,3.0,,1899-12-30 08:50:00,1899-12-30 09:35:00,ZMA,,PASS,LJD,,,K-0421,,,,True,2.0,,,2.0,,False,True,,,
2020-02-06,,PMX-142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1925,NB960454,,Prodflow I,done,1996-04-23 00:00:00,500.0,mL,1.0,,ampule,JHP-021,34222,ALF,ALF S18-125,ALF-S18-125,,,,,,,,1996-04-29 00:00:00,False,352.0,2.0,,1899-12-30 08:55:00,1899-12-30 09:40:00,ZMA,,PASS,GMD,NEW SOLUTION,,K-0530,,,,True,2.0,,,2.0,,False,True,,,
2020-02-11,,PMX-142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1996,NB960525,,Prodflow I,done,1996-05-09 00:00:00,1000.0,mL,1.0,,ampule,JHP-021,34222,RAA,"RAA S32-43
SECOND LOT",RAA-S32-43,,,,,,,,1996-05-15 00:00:00,False,685.0,3.0,,1899-12-30 09:15:00,1899-12-30 09:50:00,ZMA,,PASS,GMD,NEW SOLUTION,,K-0531,,2000-05-31 00:00:00,,True,2.0,,,2.0,,False,True,,,
2020-02-03,,CUS-1700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1928,NB960457,,Prodflow I,done,1996-04-24 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,RAA,RAA S31-149,RAA-S31-149,,,,,,,,1996-04-25 00:00:00,False,71.0,0.0,,1899-12-30 11:30:00,1899-12-30 11:50:00,ZMA,,PASS,JER,gravimetric,,K-0441,,,,False,1.0,,,1.0,,False,True,,,
2020-02-04,,US-104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1935,NB960464,,Prodflow I,done,1996-04-25 00:00:00,2000.0,mL,1.0,,ampule,JHP-031,32252,ALF,"ALF S18-157
A 2 L A",ALF-S18-157,,,,,,,,1996-05-08 00:00:00,False,1343.0,18.0,,1899-12-30 09:20:00,1899-12-30 01:15:00,ZMA,,PASS,GMD,A2LA LOT DO NOT SELL - US0221 7/24/1996,,K-0657,,,,False,1.0,,,1.0,,False,True,,,
2020-02-06,,CUS-1715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975,NB960504,,Prodflow I,done,1996-05-01 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,RAA,RAA S32-5,RAA-S32-5,,,,,,,,1996-05-01 00:00:00,False,71.0,0.0,,1899-12-30 04:35:00,1899-12-30 04:50:00,ZMA,,PASS,JER,gravimetric,,K-0483,,,,False,1.0,,,1.0,,False,True,,,
2020-02-04,,CUS-1721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1981,NB960510,,Prodflow I,done,1996-05-06 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,RAA,RAA S32-25A,RAA-S32-25A,,,,,,,,1996-05-06 00:00:00,False,72.0,0.0,,1899-12-30 04:15:00,1899-12-30 04:30:00,ZMA,,PASS,JER,gravimetric,,K-0481,,,,False,1.0,,,1.0,,False,True,,,
2020-02-10,,CUS-1722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983,NB960512,,Prodflow I,done,1996-05-06 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,RAA,RAA S32-25B,RAA-S32-25B,,,,,,,,1996-05-07 00:00:00,False,71.0,1.0,,1899-12-30 08:50:00,1899-12-30 09:10:00,ZMA,,PASS,JER,gravimetric,,K-0479,,,,False,1.0,,,1.0,,False,True,,,
2020-02-13,,CUS-1718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1984,NB960513,,Prodflow I,done,1996-05-06 00:00:00,100.0,mL,1.0,,ampule,JHP-021,34222,RAA,RAA S32-29B,RAA-S32-29B,,,,,,,,1996-05-07 00:00:00,False,71.0,0.0,,1899-12-30 09:15:00,1899-12-30 09:30:00,ZMA,,PASS,JER,gravimetric,,K-0482,,,,False,1.0,,,1.0,,False,True,,,
2020-02-05,,CUS-1727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985,NB960514,,Prodflow I,done,1996-05-07 00:00:00,200.0,mL,1.0,,ampule,JHP-021,34222,RAA,RAA S32-33,RAA-S32-33,,,,,,,,1996-05-07 00:00:00,False,134.0,0.0,,1899-12-30 04:15:00,1899-12-30 04:35:00,ZMA,,PASS,JER,gravimetric,,K-0497,,,,False,1.0,,,1.0,,False,True,,,
2020-02-07,,CUS-1726,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1986,NB960515,,Prodflow I,done,1996-05-07 00:00:00,100.0,mL,1.0,,ampule,JHP-014,34123,LDS,"LDS-S29-153
Packaged in 20 ml bottles.",LDS-S29-153,,,,,,,,,False,,,,,,,,PASS,JER,gravimetric,,K-0494,,,,False,1.0,,,1.0,,False,True,,,
2020-02-10,,CUS-1728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2000,NB960529,,Prodflow I,done,1996-05-09 00:00:00,200.0,mL,1.0,,ampule,JHP-021,34222,RAA,RAA S32-47,RAA-S32-47,,,,,,,,1996-05-10 00:00:00,False,32.0,0.0,,1899-12-30 09:50:00,1899-12-30 10:05:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-0505,,,,False,1.0,,,1.0,,False,True,,,
2020-02-07,,PPS-370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2033,NB960563,,Prodflow I,done,1996-05-17 00:00:00,1000.0,mL,1.0,,ampule,JHP-001,35201,LDS,LDS-S29-169A,LDS-S29-169A,,,,,,,,1996-05-20 00:00:00,False,725.0,1.0,,1899-12-30 09:20:00,1899-12-30 11:05:00,ZMA,,PASS,LJD,,,K-0551,,2000-06-30 00:00:00,,True,2.0,,,2.0,,False,True,,,
2020-02-11,,PPS-380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2034,NB960564,,Prodflow I,done,1996-05-17 00:00:00,1000.0,mL,1.0,,ampule,JHP-001,35201,LDS,"LDS-S29-173A
Sonic Bath.",LDS-S29-173A,,,,,,,,1996-05-17 00:00:00,False,696.0,12.0,,1899-12-30 01:15:00,1899-12-30 03:00:00,ZMA,,PASS,LJD,,,K-0550,,2000-06-30 00:00:00,,True,2.0,,,2.0,,False,True,,,
2020-02-10,,CUS-1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2037,NB960567,,Prodflow I,done,1996-05-17 00:00:00,100.0,mL,1.0,,ampule,JHP-031,32252,ALF,ALF S19-49,ALF-S19-49,,,,,,,,1996-05-17 00:00:00,False,73.0,0.0,,1899-12-30 04:10:00,1899-12-30 04:30:00,ZMA,,PASS,JER,GRAVIMETRIC,,K-0541,,,,False,1.0,,,1.0,,False,True,,,
